Obs,experiment,year,treatment,plot,subplot_id,id,sowing_doy,flowering_time
179,DR14,2014,wet,16,16105,RIL_047,159,31
180,DR14,2014,wet,17,17001,RIL_161,159,38
181,DR14,2014,wet,17,17002,RIL_035,159,38
182,DR14,2014,wet,17,17003,RIL_058,159,38
183,DR14,2014,wet,17,17004,RIL_190,159,28
184,DR14,2014,wet,17,17005,B100,159,38
185,DR14,2014,wet,17,17006,RIL_194,159,33
186,DR14,2014,wet,17,17007,RIL_207,159,29
187,DR14,2014,wet,17,17008,RIL_183,159,38
188,DR14,2014,wet,17,17009,RIL_170,159,44
189,DR14,2014,wet,17,17010,RIL_101,159,38
190,DR14,2014,wet,17,17011,RIL_034,159,29
191,DR14,2014,wet,17,17012,RIL_020,159,33
192,DR14,2014,wet,17,17013,RIL_059,159,38
193,DR14,2014,wet,17,17014,B100,159,38
194,DR14,2014,wet,17,17015,RIL_010,159,38
195,DR14,2014,wet,17,17016,RIL_134,159,38
196,DR14,2014,wet,17,17017,RIL_104,159,49
197,DR14,2014,wet,17,17018,RIL_092,159,30
198,DR14,2014,wet,17,17019,B100,159,38
199,DR14,2014,wet,17,17020,RIL_098,159,30
200,DR14,2014,wet,17,17021,RIL_008,159,38
201,DR14,2014,wet,17,17022,B100,159,38
202,DR14,2014,wet,17,17023,RIL_191,159,32
203,DR14,2014,wet,17,17024,RIL_174,159,32
204,DR14,2014,wet,17,17025,RIL_086,159,38
205,DR14,2014,wet,17,17026,RIL_082,159,31
206,DR14,2014,wet,17,17027,RIL_208,159,28
207,DR14,2014,wet,17,17028,RIL_140,159,38
208,DR14,2014,wet,17,17029,RIL_211,159,30
209,DR14,2014,wet,17,17030,RIL_197,159,38
210,DR14,2014,wet,17,17031,RIL_002,159,31
211,DR14,2014,wet,17,17032,RIL_016,159,38
212,DR14,2014,wet,17,17033,RIL_215,159,43
213,DR14,2014,wet,17,17034,RIL_052,159,38
214,DR14,2014,wet,17,17035,RIL_114,159,38
215,DR14,2014,wet,17,17036,B100,159,38
216,DR14,2014,wet,17,17037,RIL_118,159,43
217,DR14,2014,wet,17,17038,RIL_172,159,29
218,DR14,2014,wet,17,17039,RIL_019,159,28
219,DR14,2014,wet,17,17040,RIL_070,159,28
220,DR14,2014,wet,17,17041,RIL_045,159,38
221,DR14,2014,wet,17,17042,RIL_105,159,30
222,DR14,2014,wet,17,17043,RIL_144,159,32
223,DR14,2014,wet,17,17044,A10,159,24
224,DR14,2014,wet,17,17045,RIL_219,159,28
225,DR14,2014,wet,17,17046,RIL_150,159,32
226,DR14,2014,wet,17,17047,RIL_152,159,28
227,DR14,2014,wet,17,17048,RIL_217,159,26
228,DR14,2014,wet,17,17049,RIL_178,159,29
229,DR14,2014,wet,17,17050,RIL_096,159,29
230,DR14,2014,wet,17,17051,RIL_205,159,26
231,DR14,2014,wet,17,17052,RIL_136,159,31
232,DR14,2014,wet,17,17053,RIL_189,159,30
233,DR14,2014,wet,17,17054,RIL_054,159,38
234,DR14,2014,wet,17,17055,A10,159,24
235,DR14,2014,wet,17,17056,RIL_110,159,28
236,DR14,2014,wet,17,17057,A10,159,24
237,DR14,2014,wet,17,17058,RIL_164,159,26
238,DR14,2014,wet,17,17059,RIL_214,159,32
239,DR14,2014,wet,17,17060,RIL_050,159,32
240,DR14,2014,wet,17,17061,A10,159,24
241,DR14,2014,wet,17,17062,RIL_216,159,26
242,DR14,2014,wet,17,17063,RIL_075,159,24
243,DR14,2014,wet,17,17064,RIL_063,159,40
244,DR14,2014,wet,17,17065,RIL_085,159,25
245,DR14,2014,wet,17,17066,RIL_057,159,38
246,DR14,2014,wet,17,17067,RIL_046,159,30
247,DR14,2014,wet,17,17068,RIL_090,159,38
248,DR14,2014,wet,17,17069,RIL_111,159,38
249,DR14,2014,wet,17,17070,A10,159,24
250,DR14,2014,wet,17,17071,RIL_162,159,24
251,DR14,2014,wet,17,17072,RIL_097,159,28
252,DR14,2014,wet,17,17073,RIL_088,159,38
253,DR14,2014,wet,17,17074,RIL_033,159,38
254,DR14,2014,wet,18,18001,RIL_156,159,33
255,DR14,2014,wet,18,18002,RIL_179,159,29
256,DR14,2014,wet,18,18003,B100,159,38
257,DR14,2014,wet,18,18004,RIL_184,159,31
258,DR14,2014,wet,18,18005,RIL_201,159,38
259,DR14,2014,wet,18,18006,RIL_146,159,38
260,DR14,2014,wet,18,18007,RIL_181,159,41
261,DR14,2014,wet,18,18008,B100,159,38
262,DR14,2014,wet,18,18009,RIL_012,159,38
263,DR14,2014,wet,18,18010,RIL_218,159,38
264,DR14,2014,wet,18,18011,RIL_069,159,33
265,DR14,2014,wet,18,18012,RIL_122,159,30
266,DR14,2014,wet,18,18013,B100,159,38
267,DR14,2014,wet,18,18014,RIL_051,159,29
268,DR14,2014,wet,18,18015,RIL_064,159,38
269,DR14,2014,wet,18,18016,RIL_100,159,41
270,DR14,2014,wet,18,18017,RIL_036,159,38
271,DR14,2014,wet,18,18018,RIL_186,159,38
272,DR14,2014,wet,18,18019,RIL_109,159,38
273,DR14,2014,wet,18,18020,RIL_182,159,38
274,DR14,2014,wet,18,18021,RIL_147,159,38
275,DR14,2014,wet,18,18022,RIL_053,159,30
276,DR14,2014,wet,18,18023,B100,159,38
277,DR14,2014,wet,18,18024,RIL_195,159,38
278,DR14,2014,wet,18,18025,RIL_042,159,32
279,DR14,2014,wet,18,18026,RIL_133,159,28
280,DR14,2014,wet,18,18027,RIL_029,159,40
281,DR14,2014,wet,18,18028,RIL_044,159,31
282,DR14,2014,wet,18,18029,B100,159,38
283,DR14,2014,wet,18,18030,RIL_062,159,38
284,DR14,2014,wet,18,18031,RIL_079,159,30
285,DR14,2014,wet,18,18032,RIL_055,159,24
286,DR14,2014,wet,18,18033,RIL_117,159,29
287,DR14,2014,wet,18,18034,RIL_185,159,30
288,DR14,2014,wet,18,18035,RIL_202,159,38
289,DR14,2014,wet,18,18036,RIL_137,159,41
290,DR14,2014,wet,18,18037,RIL_081,159,41
291,DR14,2014,wet,18,18038,RIL_043,159,38
292,DR14,2014,wet,18,18039,RIL_151,159,30
293,DR14,2014,wet,18,18040,RIL_073,159,38
294,DR14,2014,wet,18,18041,RIL_030,159,38
295,DR14,2014,wet,18,18042,RIL_119,159,38
296,DR14,2014,wet,18,18043,RIL_145,159,28
297,DR14,2014,wet,18,18044,RIL_022,159,38
298,DR14,2014,wet,18,18045,RIL_180,159,28
299,DR14,2014,wet,18,18046,RIL_094,159,40
300,DR14,2014,wet,18,18047,RIL_041,159,28
301,DR14,2014,wet,18,18048,RIL_209,159,28
302,DR14,2014,wet,18,18049,B100,159,38
303,DR14,2014,wet,18,18050,RIL_009,159,31
304,DR14,2014,wet,18,18051,RIL_160,159,38
305,DR14,2014,wet,18,18052,RIL_001,159,29
306,DR14,2014,wet,18,18053,RIL_175,159,28
307,DR14,2014,wet,18,18054,B100,159,38
308,DR14,2014,wet,18,18055,RIL_095,159,32
309,DR14,2014,wet,18,18056,RIL_084,159,42
310,DR14,2014,wet,18,18057,A10,159,24
311,DR14,2014,wet,18,18058,RIL_131,159,32
312,DR14,2014,wet,18,18059,RIL_167,159,30
313,DR14,2014,wet,18,18060,RIL_149,159,28
314,DR14,2014,wet,18,18061,RIL_157,159,29
315,DR14,2014,wet,18,18062,A10,159,24
316,DR14,2014,wet,18,18063,RIL_163,159,32
317,DR14,2014,wet,18,18064,RIL_188,159,28
318,DR14,2014,wet,18,18065,RIL_139,159,38
319,DR14,2014,wet,18,18066,RIL_039,159,23
320,DR14,2014,wet,18,18067,RIL_173,159,30
321,DR14,2014,wet,18,18068,RIL_115,159,24
322,DR14,2014,wet,18,18069,RIL_113,159,28
323,DR14,2014,wet,18,18070,RIL_015,159,24
324,DR14,2014,wet,18,18071,RIL_076,159,30
325,DR14,2014,wet,18,18072,RIL_120,159,31
326,DR14,2014,wet,18,18073,A10,159,24
327,DR14,2014,wet,18,18074,RIL_014,159,28
328,DR14,2014,wet,18,18075,RIL_176,159,30
329,DR14,2014,wet,18,18076,RIL_026,159,28
330,DR14,2014,wet,18,18077,RIL_153,159,38
331,DR14,2014,wet,18,18078,A10,159,24
332,DR14,2014,wet,18,18079,RIL_124,159,26
333,DR14,2014,wet,18,18080,RIL_102,159,30
334,DR14,2014,wet,18,18081,RIL_112,159,28
335,DR14,2014,wet,18,18082,RIL_091,159,28
336,DR14,2014,wet,18,18083,RIL_067,159,28
337,DR14,2014,wet,18,18084,RIL_158,159,38
338,DR14,2014,wet,18,18085,A10,159,24
339,DR14,2014,wet,18,18086,RIL_148,159,38
340,DR14,2014,wet,18,18087,RIL_049,159,32
341,DR14,2014,wet,18,18088,RIL_165,159,32
342,DR14,2014,wet,18,18089,RIL_142,159,29
343,DR14,2014,wet,18,18090,RIL_013,159,30
344,DR14,2014,wet,18,18091,RIL_037,159,28
345,DR14,2014,wet,18,18092,RIL_143,159,28
346,DR14,2014,wet,18,18093,RIL_048,159,38
347,DR14,2014,wet,18,18094,RIL_171,159,30
348,DR14,2014,wet,18,18095,A10,159,24
349,DR14,2014,wet,18,18096,RIL_125,159,38
350,DR14,2014,wet,18,18097,RIL_138,159,33
351,DR14,2014,wet,18,18098,RIL_121,159,30
352,DR14,2014,wet,18,18099,RIL_068,159,38
353,DR14,2014,wet,18,18100,RIL_078,159,30
354,DR14,2014,wet,18,18101,RIL_168,159,33
355,DR14,2014,wet,18,18102,RIL_141,159,28
356,DR14,2014,wet,18,18103,A10,159,24
357,DR14,2014,wet,18,18104,RIL_005,159,32
358,DR14,2014,wet,18,18105,RIL_047,159,32
359,DR14,2014,wet,19,19001,RIL_161,159,38
360,DR14,2014,wet,19,19002,RIL_035,159,38
361,DR14,2014,wet,19,19003,RIL_058,159,38
362,DR14,2014,wet,19,19004,RIL_190,159,29
363,DR14,2014,wet,19,19005,B100,159,38
364,DR14,2014,wet,19,19006,RIL_194,159,32
365,DR14,2014,wet,19,19007,RIL_207,159,30
366,DR14,2014,wet,19,19008,RIL_183,159,38
367,DR14,2014,wet,19,19009,RIL_170,159,44
368,DR14,2014,wet,19,19010,RIL_101,159,38
369,DR14,2014,wet,19,19011,RIL_034,159,30
370,DR14,2014,wet,19,19012,RIL_020,159,38
371,DR14,2014,wet,19,19013,RIL_059,159,38
372,DR14,2014,wet,19,19014,B100,159,38
373,DR14,2014,wet,19,19015,RIL_010,159,38
374,DR14,2014,wet,19,19016,RIL_134,159,38
375,DR14,2014,wet,19,19017,RIL_104,159,38
376,DR14,2014,wet,19,19018,RIL_092,159,31
377,DR14,2014,wet,19,19019,B100,159,38
378,DR14,2014,wet,19,19020,RIL_098,159,29
379,DR14,2014,wet,19,19021,RIL_008,159,38
380,DR14,2014,wet,19,19022,B100,159,38
381,DR14,2014,wet,19,19023,RIL_191,159,32
382,DR14,2014,wet,19,19024,RIL_174,159,38
383,DR14,2014,wet,19,19025,RIL_086,159,38
384,DR14,2014,wet,19,19026,RIL_082,159,33
385,DR14,2014,wet,19,19027,RIL_208,159,31
386,DR14,2014,wet,19,19028,RIL_140,159,38
387,DR14,2014,wet,19,19029,RIL_211,159,33
388,DR14,2014,wet,19,19030,RIL_197,159,38
389,DR14,2014,wet,19,19031,RIL_002,159,28
390,DR14,2014,wet,19,19032,RIL_016,159,38
391,DR14,2014,wet,19,19033,RIL_215,159,44
392,DR14,2014,wet,19,19034,RIL_052,159,38
393,DR14,2014,wet,19,19035,RIL_114,159,41
394,DR14,2014,wet,19,19036,B100,159,40
395,DR14,2014,wet,19,19037,RIL_118,159,44
396,DR14,2014,wet,19,19038,RIL_172,159,28
397,DR14,2014,wet,19,19039,RIL_019,159,30
398,DR14,2014,wet,19,19040,RIL_070,159,29
399,DR14,2014,wet,19,19041,RIL_045,159,31
400,DR14,2014,wet,19,19042,RIL_105,159,32
401,DR14,2014,wet,19,19043,RIL_144,159,38
402,DR14,2014,wet,19,19044,A10,159,24
403,DR14,2014,wet,19,19045,RIL_219,159,28
404,DR14,2014,wet,19,19046,RIL_150,159,33
405,DR14,2014,wet,19,19047,RIL_152,159,28
406,DR14,2014,wet,19,19048,RIL_217,159,28
407,DR14,2014,wet,19,19049,RIL_178,159,30
408,DR14,2014,wet,19,19050,RIL_096,159,32
409,DR14,2014,wet,19,19051,RIL_205,159,25
410,DR14,2014,wet,19,19052,RIL_136,159,30
411,DR14,2014,wet,19,19053,RIL_189,159,31
412,DR14,2014,wet,19,19054,RIL_054,159,38
413,DR14,2014,wet,19,19055,A10,159,24
414,DR14,2014,wet,19,19056,RIL_110,159,28
415,DR14,2014,wet,19,19057,A10,159,24
416,DR14,2014,wet,19,19058,RIL_164,159,24
417,DR14,2014,wet,19,19059,RIL_214,159,38
418,DR14,2014,wet,19,19060,RIL_050,159,38
419,DR14,2014,wet,19,19061,A10,159,24
420,DR14,2014,wet,19,19062,RIL_216,159,28
421,DR14,2014,wet,19,19063,RIL_075,159,28
422,DR14,2014,wet,19,19064,RIL_063,159,42
423,DR14,2014,wet,19,19065,RIL_085,159,28
424,DR14,2014,wet,19,19066,RIL_057,159,40
425,DR14,2014,wet,19,19067,RIL_046,159,31
426,DR14,2014,wet,19,19068,RIL_090,159,40
427,DR14,2014,wet,19,19069,RIL_111,159,38
428,DR14,2014,wet,19,19070,A10,159,24
429,DR14,2014,wet,19,19071,RIL_162,159,24
430,DR14,2014,wet,19,19072,RIL_097,159,29
431,DR14,2014,wet,19,19073,RIL_088,159,41
432,DR14,2014,wet,19,19074,RIL_033,159,40
433,DR14,2014,wet,20,20001,RIL_051,159,28
434,DR14,2014,wet,20,20002,B100,159,38
435,DR14,2014,wet,20,20003,RIL_122,159,33
436,DR14,2014,wet,20,20004,RIL_069,159,38
437,DR14,2014,wet,20,20005,RIL_218,159,38
438,DR14,2014,wet,20,20006,RIL_012,159,38
439,DR14,2014,wet,20,20007,B100,159,38
440,DR14,2014,wet,20,20008,RIL_147,159,38
441,DR14,2014,wet,20,20009,RIL_182,159,38
442,DR14,2014,wet,20,20010,RIL_109,159,38
443,DR14,2014,wet,20,20011,RIL_186,159,40
444,DR14,2014,wet,20,20012,RIL_036,159,38
445,DR14,2014,wet,20,20013,RIL_100,159,43
446,DR14,2014,wet,20,20014,RIL_064,159,33
447,DR14,2014,wet,20,20015,RIL_156,159,38
448,DR14,2014,wet,20,20016,RIL_179,159,28
449,DR14,2014,wet,20,20017,B100,159,38
450,DR14,2014,wet,20,20018,RIL_184,159,29
451,DR14,2014,wet,20,20019,RIL_201,159,38
452,DR14,2014,wet,20,20020,RIL_146,159,40
453,DR14,2014,wet,20,20021,RIL_181,159,42
454,DR14,2014,wet,20,20022,RIL_053,159,38
455,DR14,2014,wet,20,20023,B100,159,38
456,DR14,2014,wet,20,20024,RIL_195,159,40
457,DR14,2014,wet,20,20025,RIL_042,159,38
458,DR14,2014,wet,20,20026,RIL_133,159,31
459,DR14,2014,wet,20,20027,RIL_029,159,40
460,DR14,2014,wet,20,20028,RIL_044,159,29
461,DR14,2014,wet,20,20029,B100,159,38
462,DR14,2014,wet,20,20030,RIL_062,159,40
463,DR14,2014,wet,20,20031,RIL_079,159,32
464,DR14,2014,wet,20,20032,RIL_055,159,28
465,DR14,2014,wet,20,20033,RIL_117,159,30
466,DR14,2014,wet,20,20034,RIL_185,159,29
467,DR14,2014,wet,20,20035,RIL_202,159,38
468,DR14,2014,wet,20,20036,RIL_137,159,40
469,DR14,2014,wet,20,20037,RIL_081,159,41
470,DR14,2014,wet,20,20038,RIL_043,159,38
471,DR14,2014,wet,20,20039,RIL_151,159,38
472,DR14,2014,wet,20,20040,RIL_073,159,38
473,DR14,2014,wet,20,20041,RIL_030,159,41
474,DR14,2014,wet,20,20042,RIL_119,159,40
475,DR14,2014,wet,20,20043,RIL_145,159,28
476,DR14,2014,wet,20,20044,RIL_022,159,38
477,DR14,2014,wet,20,20045,RIL_180,159,31
478,DR14,2014,wet,20,20046,RIL_094,159,41
479,DR14,2014,wet,20,20047,RIL_041,159,30
480,DR14,2014,wet,20,20048,RIL_209,159,29
481,DR14,2014,wet,20,20049,B100,159,40
482,DR14,2014,wet,20,20050,RIL_009,159,32
483,DR14,2014,wet,20,20051,RIL_160,159,38
484,DR14,2014,wet,20,20052,RIL_001,159,29
485,DR14,2014,wet,20,20053,RIL_175,159,29
486,DR14,2014,wet,20,20054,B100,159,38
487,DR14,2014,wet,20,20055,RIL_095,159,38
488,DR14,2014,wet,20,20056,RIL_084,159,31
489,DR14,2014,wet,20,20057,A10,159,24
490,DR14,2014,wet,20,20058,RIL_131,159,33
491,DR14,2014,wet,20,20059,RIL_167,159,30
492,DR14,2014,wet,20,20060,RIL_149,159,28
493,DR14,2014,wet,20,20061,RIL_157,159,30
494,DR14,2014,wet,20,20062,A10,159,24
495,DR14,2014,wet,20,20063,RIL_163,159,30
496,DR14,2014,wet,20,20064,RIL_188,159,28
497,DR14,2014,wet,20,20065,RIL_139,159,38
498,DR14,2014,wet,20,20066,RIL_039,159,24
499,DR14,2014,wet,20,20067,RIL_173,159,30
500,DR14,2014,wet,20,20068,RIL_115,159,24
501,DR14,2014,wet,20,20069,RIL_113,159,28
502,DR14,2014,wet,20,20070,RIL_015,159,24
503,DR14,2014,wet,20,20071,RIL_076,159,29
504,DR14,2014,wet,20,20072,RIL_120,159,30
505,DR14,2014,wet,20,20073,A10,159,24
506,DR14,2014,wet,20,20074,RIL_014,159,32
507,DR14,2014,wet,20,20075,RIL_176,159,32
508,DR14,2014,wet,20,20076,RIL_026,159,29
509,DR14,2014,wet,20,20077,RIL_153,159,38
510,DR14,2014,wet,20,20078,A10,159,24
511,DR14,2014,wet,20,20079,RIL_124,159,28
512,DR14,2014,wet,20,20080,RIL_102,159,31
513,DR14,2014,wet,20,20081,RIL_112,159,31
514,DR14,2014,wet,20,20082,RIL_091,159,28
515,DR14,2014,wet,20,20083,RIL_067,159,30
516,DR14,2014,wet,20,20084,RIL_158,159,38
517,DR14,2014,wet,20,20085,A10,159,24
518,DR14,2014,wet,20,20086,RIL_148,159,38
519,DR14,2014,wet,20,20087,RIL_049,159,30
520,DR14,2014,wet,20,20088,RIL_165,159,38
521,DR14,2014,wet,20,20089,RIL_142,159,30
522,DR14,2014,wet,20,20090,RIL_013,159,31
523,DR14,2014,wet,20,20091,RIL_037,159,28
